MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
2-(3-Hydroxycyclohexyl)-5-(2-methyl-2-octanyl)phenol	1.9519	0.481105
6-Hydroxycaproic acid	1.9781	1.055285
N-Acetyl-L-tyrosine	1.9892	0.459671
2-Hydroxyisovaleric acid	1.9944	0.509648
Creatinine	2.0119	0.234197
Isorhamnetin	2.0397	0.543588
3-oxo-C8-homoserine lactone	2.1271	0.279866
N-Acetylsphingosine	2.1418	0.417391
"2,3-Diaminopropionic acid"	2.1619	0.858644
Estrone	2.1662	0.446833
Gibberellin A7	2.1672	0.190777
"(1E)-1,7-bis(4-hydroxyphenyl)hept-1-en-3-one"	2.1754	0.205833
picein	2.2049	0.542709
2-Hydroxyhippuric acid	2.2212	0.190777
COLFORSIN	2.2511	0.23297
"11(Z),14(Z)-Eicosadienoic acid"	2.2625	0.249522
N-acetyl-O-methyltyrosine	2.2859	0.486183
beta-Estradiol	2.3471	1.011459
Phosphatidylethanolamine lyso 18:0	2.3651	1.645354
Creatine	2.3691	0.491659
Scaposin	2.3982	0.19046
Acetophenone	2.4528	0.200308
N-Acetyl-D-alloisoleucine	2.4693	0.446833
6-Hydroxymelatonin	2.5193	0.567303
DL-beta-Hydroxybutyric acid	2.5639	0.284557
"1,4-Androstadiene-3,17-dione"	2.5652	2.000052
"(7R,8R)-7,8-dihydroxy-3,5,7-trimethyl-8H-isochromen-6-one"	2.5802	0.190777
3-hydroxy-C8-homoserine lactone	2.6493	0.230497
Dimethachlor ESA	2.6856	0.592032
albocycline	2.6965	0.9025
Convallatoxin	2.7191	0.208078
onopordopicrin	2.8628	1.271711
Desferrioxamine B	2.8657	0.92376
3-Amino-Beta-Pinene	2.9135	0.387259
O-7460	3.0313	0.735206
Orotic acid	3.063	2.93802
salicin	3.0775	0.190777
Gedunol	3.4118	0.344612
Cannabichromevarin	3.8622	0.250318
Spermidine	4.1483	0.471019
"3,7-Epoxycaryophyllan-6-Ol"	4.7847	0.199269
3-hydroxy-C10-homoserine lactone	4.8645	0.190777
Phosphatidylinositol lyso 20:4	4.9658	0.328883
