MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
"1,7-Dideacetoxy-1,7-Dioxo-3-Deacetylkhivorin"	1.74	1.16671261
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid"	1.7511	0.757980635
feruloyltyramine	1.7672	2.336581788
Cetraxate	1.7688	0.538891823
Oleic acid	1.8017	0.838392453
Benzyl cinnamate	1.8075	1.65635512
Pentadecanoic acid	1.8102	2.746492382
Alpha-Hydroxydeoxycholic Acid	1.8159	2.174236445
"2,3-Diaminopropionic acid"	1.8533	1.595696652
LysoPhosphatidylcholine	1.8596	0.728925473
Taurodeoxycholic Acid (sodium salt)	1.8659	0.627419365
"5-{8(Z),11(Z)-pentadecadienyl}resorcinol"	1.8664	0.806708397
gardenoside	1.9014	2.8755936
D-Alanyl-D-alanine	1.9097	2.425147245
PS(18:1/9-HODE)	1.9128	0.754018744
"5,10-dimethoxy-2,2-dimethylpyrano[3,2-g]chromen-8-one"	1.9145	0.493630283
Ala-Phe	1.9221	1.551231863
Bilirubin	1.9232	0.546085679
16-Hydroxyhexadecanoic acid	1.9271	1.413086534
Palmitoleic acid	1.9477	3.037228288
"(1E)-1,7-bis(4-hydroxyphenyl)hept-1-en-3-one"	1.9597	0.285167488
8-Isoprostaglandin F1beta	2.0102	1.164087583
Valsartan	2.0212	1.066087737
"11(Z),14(Z)-Eicosadienoic acid"	2.1541	2.169199688
monoolein	2.184	1.007106425
Orotic acid	2.2156	0.765432102
beta-Hydroxymyristic acid	2.2335	2.995162939
Corticosterone	2.2342	4.270616498
"cis-5,8,11,14,17-Eicosapentaenoic acid"	2.2554	2.588413962
Glycyl-L-leucine	2.2585	1.82701781
3-Amino-Beta-Pinene	2.3326	2.735583613
Sulfocholic acid	2.378	1.189538966
rhodioloside	2.3998	0.921253266
Leucylleucyltyrosine	2.4034	1.503139513
Heptadecanoic acid	2.4149	4.561299467
NEROL	2.4205	0.417845695
Histamine	2.4368	0.323379541
N-Acetyl-L-glutamine	2.4511	1.51413667
Perseitol	2.4527	1.189538966
Tadalafil	2.4534	2.058533291
Physostigmine	2.4818	0.631044055
"7-methoxy-6-(1,2,3-trihydroxy-3-methylbutyl)chromen-2-one"	2.5067	0.843723504
Amisulpride N-Oxide	2.5229	2.356201999
trans-10-Heptadecenoic Acid	2.5848	2.199255436
6-Hexanoyl-D-erythro-sphingosine	2.5858	0.696113078
GENTAMICIN SULFATE	2.5997	1.178532327
6-Hydroxymelatonin	2.6012	1.930998283
bilobol	2.6517	1.862962545
Creatine	2.682	2.090026992
6-Hydroxycaproic acid	2.6878	0.610036964
"2,4-dihydroxyheptadec-16-en-1-yl acetate"	2.7428	0.535167802
Cannabichromevarin	2.8554	1.6294129
11A-Acetoxyprogesterone	2.8558	2.189129283
ISOPALMITIC ACID	2.86	1.46122525
Ergosterol Acetate	2.8733	0.355275914
5-Hydroxytryptophan	2.9063	2.077991174
asterric acid	2.9252	2.318171053
2-Arachidonoyl glycerol	2.9257	0.8188713
PHYSOSTIGMINE SALICYLATE	2.9267	2.318008444
Idebenone	2.9737	0.462596516
Murocholic acid	2.9813	0.797920559
"N-(2,6-Dimethylphenyl)-N-(methoxyacetyl) alanine"	3.0379	0.574058412
(R)-2-hydroxystearic acid	3.1122	2.201418405
Phosphatidylethanolamine lyso 18:0	3.1183	0.877423725
methyl palmitoleate	3.1878	2.835468704
"2-(14,15-Epoxyeicosatrienoyl) glycerol"	3.2818	1.065521749
Caprylic acid	3.2914	1.436507049
monolinolein	3.3583	0.581433572
N-Acetylsphingosine	3.5	1.745113706
Oleoyl sarcosine	3.5001	1.973671061
Telmisartan	3.524	1.624208402
Napelline	3.6817	1.418699027
N-Acetyl-D-galactosamine 4-sulfate	3.6951	2.039933738
beta-Estradiol	3.7629	1.779473516
albocycline	3.7676	2.236467189
2-(3-Hydroxycyclohexyl)-5-(2-methyl-2-octanyl)phenol	3.9464	2.235943483
Palmitoylcarnitine	4.0616	0.815706145
"icos-19-ene-1,2,4-triol"	4.2331	2.902777407
Methyl Deoxycholate	4.2971	0.545749845
1-Stearoylglycerol	4.3735	2.157590482
2-Hydroxyisocaproic acid	4.3843	3.40601652
"1,2-dihydroxyheptadec-16-yn-4-yl acetate"	4.4571	0.613037559
Acetophenone	4.5795	1.094015337
Hexanoic acid	4.5932	1.256560794
trans-Petroselinic Acid	4.5976	0.585461164
Roccellic Acid	4.6673	0.473518566
"4'-Hydroxy-5,7-dimethoxyflavanone"	4.9417	5.132214421
Decanoic acid	5.0383	2.907981529
Strepin P1	5.2426	1.919409586
Monolaurin	5.2843	1.128123631
Tridecylic acid	5.7084	1.774225652
Acebutolol	6.7139	0.526790483
"2,3-dihydroxypropyl 12-methyltridecanoate"	7.2657	1.294572511
