MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
"5,6-Dihydroxy-3',4'-dimethoxyflavanone"	0.91425	0.417584342
Decanoic acid	0.92602	0.531711761
Avocadyne Acetate	0.929	0.734946211
"Cholest-4,6-Dien-3-One"	0.95663	0.833806785
salviaflaside	0.9766	1.420731004
"2-hydroxy-6-[(8Z,11Z)-pentadeca-8,11,14-trien-1-yl]benzoic acid"	0.98992	0.641494089
Amisulpride N-Oxide	1.0012	1.291145871
7alpha-Voacangine hydroxyindolenine	1.0034	0.43500272
13-KODE	1.0081	2.177119582
Palmitoleic acid	1.0203	1.090091116
N-Oleyl-Leucine	1.0334	0.408479067
Arnicolide D	1.0335	0.665043884
"2,4-bis(3-methylbut-2-enyl)-5-pentylbenzene-1,3-diol"	1.0375	0.761427038
5-Methoxysalicylic acid	1.0549	0.856048884
Dimethachlor ESA	1.0593	0.261235292
N-Acetyl-DL-glutamic acid	1.0675	0.759975217
2-Methoxyestrone	1.0749	0.446869756
N-Glycolylneuraminic acid	1.0977	0.227472932
rhodioloside	1.1035	0.635486526
DEOXYRIBOSE	1.1057	0.592490127
Gly-Tyr-Ala	1.1077	0.226198933
Bialaphos	1.1126	0.996108834
Adenine	1.1188	0.889544976
Valsartan	1.1589	0.540592433
4-Methyl-5-thiazoleethanol	1.1609	0.658288565
"3-(1,2-dihydroxypropyl)-1,6,8-trihydroxyanthracene-9,10-dione"	1.1886	0.32896608
N-Acetyl-alpha-D-glucosamine	1.2121	0.738998977
L-Isoleucine	1.2246	0.690199554
Methylimidazoleacetic acid	1.2249	0.818814066
"1,4-Cyclohexanedicarboxylic acid"	1.2278	0.535108238
(9cis)-Retinal	1.2346	2.623331814
Beta-Peltatin	1.2533	0.40999458
trans-3-Hexenoic acid	1.2654	0.325414398
L-2-Aminoadipic Acid	1.2837	1.109551035
eudesmin	1.3214	0.334738046
Ethyl myristate	1.3322	2.980053318
L-Cystine	1.3413	0.568491495
Benzyl 6-O-beta-D-glucopyranosyl-beta-D-glucopyranoside	1.3431	0.32828116
Phosphatidylethanolamine lyso 17:0	1.3514	1.167210164
Fusaproliferin	1.3524	1.444506523
Kanakugiol	1.3555	1.068150729
Uric acid	1.379	0.654077621
Bufalin	1.3832	1.589644617
terpestacin	1.4143	0.518543039
2-(6-hydroxyhexyl)-3-methylidenebutanedioic acid	1.4262	3.335668346
Tyramine	1.4267	0.649461257
Karakoline	1.4314	1.027820312
DL-4-Hydroxyphenyllactic acid	1.4382	0.408479067
Dihydrofolic acid	1.4782	0.375800438
"Dihydro-4,4-dimethyl-2,3-furandione"	1.4901	0.599306625
N-Acetylglycine	1.4918	1.146630371
Sulfaquinoxaline	1.4934	0.475564929
Captopril	1.5666	0.818814066
Gardneramine	1.6114	0.431317297
Prostaglandin K2	1.6125	0.679251522
(R)-2-hydroxystearic acid	1.7363	1.146630371
Triptolide	1.7637	0.39855932
"(1E)-1,7-bis(4-hydroxyphenyl)hept-1-en-3-one"	1.7887	0.599306625
Phenyl-beta-glucopyranoside	1.8025	3.148099859
Bestatin	1.8108	1.143863459
curvularin	1.8985	0.645142761
Prostaglandin F1alpha	1.9909	0.594107486
beta-Estradiol	2.0693	4.896025331
"icos-19-ene-1,2,4-triol"	2.1333	1.579367742
trans-Petroselinic Acid	2.1438	0.267348957
Pentadecanoic acid	2.1953	2.638820098
GLYCOCHENODEOXYCHOLIC ACID	2.2181	0.646487683
3-Methylxanthine	2.249	0.238425451
Malformin A2	2.3107	0.534379244
Tridecylic acid	2.3248	1.321035719
17alpha-Hydroxyprogesterone	2.3312	0.539478007
N-acetyltyramine	2.3555	0.676912984
S-Adenosylhomocysteine	2.3589	0.497764121
3Alpha-Hydroxy-3-Deoxyangolensic Acid Methyl Ester	2.3944	0.562059277
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole"	2.466	1.106548956
L-(+)-Tartaric acid	2.633	0.253942129
Kawain	2.6451	0.585260566
FAHFA 36:2	2.7904	0.33034846
lamalbid	2.8001	1.350052109
beta-Estradiol-17beta-glucuronide	3.1413	0.496114028
"[1-(3,5-dihydroxyphenyl)-12-hydroxytridecan-2-yl] acetate"	3.2016	1.493711492
Cholest-4-en-3-one	3.3418	1.859806321
"4'-Hydroxy-5,7-dimethoxyflavanone"	3.4663	2.575771929
Biliverdin	3.692	0.645699438
Deacetylgedunin	3.8654	1.362760512
Heptadecanoic acid	3.9989	3.183897962
alpha-TOCHOPHERYL ACETATE	4.7105	1.859806321
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide"	4.7747	4.896025331
