MS2.name	LOG_FOLDCHANGE	负log_10(q-value)
"2,4-bis(3-methylbut-2-enyl)-5-pentylbenzene-1,3-diol"	1.8408	0.583476
Phosphatidylethanolamine lyso 18:1	1.8422	0.671845
Physostigmine	1.8537	0.527287
Cochlioquinone A	1.8874	0.765129
Phenyl-beta-glucopyranoside	1.9047	2.414359
"Dihydro-4,4-dimethyl-2,3-furandione"	1.9085	0.50579
"[1-(3,5-dihydroxyphenyl)-12-hydroxytridecan-2-yl] acetate"	1.909	0.944392
rhodioloside	1.9277	0.639463
Methylimidazoleacetic acid	1.9598	1.289121
Naringenin	1.9613	0.609471
2-hydroxy-6-pentadecylbenzoic acid	2.0605	0.958528
1-O-b-D-glucopyranosyl sinapate	2.0802	0.709031
"2,4,5-trimethoxybenzoic acid"	2.0939	1.356695
Biotin	2.2353	0.307417
Phosphatidylethanolamine lyso 20:4	2.3122	1.262609
methyl palmitoleate	2.3164	0.46169
Taurodeoxycholic Acid (sodium salt)	2.3221	1.261957
"4-methoxy-6-(prop-2-en-1-yl)-2H-1,3-benzodioxole"	2.4516	0.946537
N-acetyl-2-phenylethylamine	2.4733	0.323224
"5,6-Dihydroxy-3',4'-dimethoxyflavanone"	2.4857	0.60873
Heptadecanoic acid	2.5009	1.346662
"PS(18:0/17,18-EpETE)"	2.5483	0.83538
(R)-2-hydroxystearic acid	2.7006	1.131197
trans-4-Phenyl-4-piperidinocyclohexanol	2.7024	0.537392
Acetophenone	2.7248	0.508526
17alpha-Hydroxyprogesterone	2.7368	0.729834
Resolvin E1	2.7639	0.913676
Cholest-4-en-3-one	2.9516	0.864899
alpha-TOCHOPHERYL ACETATE	2.9746	1.392599
Phosphatidylinositol 16:0-18:2	3.1988	1.089205
PS(18:1/9-HODE)	3.2183	0.881603
4-Methyl-5-thiazoleethanol	3.3807	2.154722
"methyl 3-(3,4-dihydroxy-5-phenyloxolan-2-yl)-3-hydroxypropanoate"	3.4057	0.278437
trans-Petroselinic Acid	3.7129	0.978563
6-Methylquinoline	3.7881	0.444954
Biliverdin	4.0062	1.808829
"(2E,4E)-N-[2-(4-hydroxyphenyl)ethyl]dodeca-2,4-dienamide"	4.3583	3.667521
